emoji,hexcode,unicodeVersion,label_en,label_es,label_pt,tags_en,tags_es,tags_pt,group_en,group_es,group_pt,subgroup_en,subgroup_es,subgroup_pt,whatsapp_ios,whatsapp_android,whatsapp_note
🙇,1F647,0.6,person bowing,persona haciendo una reverencia,pessoa fazendo reverência,apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|person|pity|regret|sorry,disculpa|gesto|perdón|reverencia,arrependimento|desculpa|desculpe|gesto|meditação|perdão|pessoa|reverência|reverência respeitosa,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏻,1F647-1F3FB,1,person bowing: light skin tone,persona haciendo una reverencia: tono de piel claro,pessoa fazendo reverência: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏼,1F647-1F3FC,1,person bowing: medium-light skin tone,persona haciendo una reverencia: tono de piel claro medio,pessoa fazendo reverência: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏽,1F647-1F3FD,1,person bowing: medium skin tone,persona haciendo una reverencia: tono de piel medio,pessoa fazendo reverência: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏾,1F647-1F3FE,1,person bowing: medium-dark skin tone,persona haciendo una reverencia: tono de piel oscuro medio,pessoa fazendo reverência: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏿,1F647-1F3FF,1,person bowing: dark skin tone,persona haciendo una reverencia: tono de piel oscuro,pessoa fazendo reverência: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇‍♂️,1F647-200D-2642-FE0F,4,man bowing,hombre haciendo una reverencia,homem fazendo reverência,apology|ask|beg|bow|bowing|favor|forgive|gesture|man|meditate|meditation|pity|regret|sorry,disculpa|gesto|perdón|reverencia,desculpas|gesto|homem|homem pedindo desculpas|respeito|reverência,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏻‍♂️,1F647-1F3FB-200D-2642-FE0F,4,man bowing: light skin tone,hombre haciendo una reverencia: tono de piel claro,homem fazendo reverência: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏼‍♂️,1F647-1F3FC-200D-2642-FE0F,4,man bowing: medium-light skin tone,hombre haciendo una reverencia: tono de piel claro medio,homem fazendo reverência: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏽‍♂️,1F647-1F3FD-200D-2642-FE0F,4,man bowing: medium skin tone,hombre haciendo una reverencia: tono de piel medio,homem fazendo reverência: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏾‍♂️,1F647-1F3FE-200D-2642-FE0F,4,man bowing: medium-dark skin tone,hombre haciendo una reverencia: tono de piel oscuro medio,homem fazendo reverência: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏿‍♂️,1F647-1F3FF-200D-2642-FE0F,4,man bowing: dark skin tone,hombre haciendo una reverencia: tono de piel oscuro,homem fazendo reverência: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇‍♀️,1F647-200D-2640-FE0F,4,woman bowing,mujer haciendo una reverencia,mulher fazendo reverência,apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|pity|regret|sorry|woman,disculpa|gesto|perdón|reverencia,desculpas|desculpe|gesto|meditar|meditação|mulher|mulher pedindo desculpas|respeito|reverência,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏻‍♀️,1F647-1F3FB-200D-2640-FE0F,4,woman bowing: light skin tone,mujer haciendo una reverencia: tono de piel claro,mulher fazendo reverência: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏼‍♀️,1F647-1F3FC-200D-2640-FE0F,4,woman bowing: medium-light skin tone,mujer haciendo una reverencia: tono de piel claro medio,mulher fazendo reverência: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏽‍♀️,1F647-1F3FD-200D-2640-FE0F,4,woman bowing: medium skin tone,mujer haciendo una reverencia: tono de piel medio,mulher fazendo reverência: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏾‍♀️,1F647-1F3FE-200D-2640-FE0F,4,woman bowing: medium-dark skin tone,mujer haciendo una reverencia: tono de piel oscuro medio,mulher fazendo reverência: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙇🏿‍♀️,1F647-1F3FF-200D-2640-FE0F,4,woman bowing: dark skin tone,mujer haciendo una reverencia: tono de piel oscuro,mulher fazendo reverência: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦,1F926,3,person facepalming,persona con la mano en la frente,pessoa decepcionada,again|bewilder|disbelief|exasperation|facepalm|no|not|oh|omg|person|shock|smh,facepalm|frente|incredulidad|mano,como assim|decepcionada|decepcionado|decepção|desapontamento|descrença|inacreditável|meu deus|não acredito|não é possível|pessoa|pessoa dececionada,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏻,1F926-1F3FB,3,person facepalming: light skin tone,persona con la mano en la frente: tono de piel claro,pessoa decepcionada: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏼,1F926-1F3FC,3,person facepalming: medium-light skin tone,persona con la mano en la frente: tono de piel claro medio,pessoa decepcionada: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏽,1F926-1F3FD,3,person facepalming: medium skin tone,persona con la mano en la frente: tono de piel medio,pessoa decepcionada: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏾,1F926-1F3FE,3,person facepalming: medium-dark skin tone,persona con la mano en la frente: tono de piel oscuro medio,pessoa decepcionada: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏿,1F926-1F3FF,3,person facepalming: dark skin tone,persona con la mano en la frente: tono de piel oscuro,pessoa decepcionada: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦‍♂️,1F926-200D-2642-FE0F,4,man facepalming,hombre con la mano en la frente,homem decepcionado,again|bewilder|disbelief|exasperation|facepalm|man|no|not|oh|omg|shock|smh,facepalm|frente|incredulidad|mano,como assim|decepcionado|decepção|desapontamento|homem|inacreditável|meu deus|não acredito|não é possível,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏻‍♂️,1F926-1F3FB-200D-2642-FE0F,4,man facepalming: light skin tone,hombre con la mano en la frente: tono de piel claro,homem decepcionado: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏼‍♂️,1F926-1F3FC-200D-2642-FE0F,4,man facepalming: medium-light skin tone,hombre con la mano en la frente: tono de piel claro medio,homem decepcionado: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏽‍♂️,1F926-1F3FD-200D-2642-FE0F,4,man facepalming: medium skin tone,hombre con la mano en la frente: tono de piel medio,homem decepcionado: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏾‍♂️,1F926-1F3FE-200D-2642-FE0F,4,man facepalming: medium-dark skin tone,hombre con la mano en la frente: tono de piel oscuro medio,homem decepcionado: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏿‍♂️,1F926-1F3FF-200D-2642-FE0F,4,man facepalming: dark skin tone,hombre con la mano en la frente: tono de piel oscuro,homem decepcionado: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦‍♀️,1F926-200D-2640-FE0F,4,woman facepalming,mujer con la mano en la frente,mulher decepcionada,again|bewilder|disbelief|exasperation|facepalm|no|not|oh|omg|shock|smh|woman,facepalm|frente|incredulidad|mano,como assim|decepcionada|decepção|desapontamento|inacreditável|meu deus|mulher|não acredito|não é possível,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏻‍♀️,1F926-1F3FB-200D-2640-FE0F,4,woman facepalming: light skin tone,mujer con la mano en la frente: tono de piel claro,mulher decepcionada: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏼‍♀️,1F926-1F3FC-200D-2640-FE0F,4,woman facepalming: medium-light skin tone,mujer con la mano en la frente: tono de piel claro medio,mulher decepcionada: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏽‍♀️,1F926-1F3FD-200D-2640-FE0F,4,woman facepalming: medium skin tone,mujer con la mano en la frente: tono de piel medio,mulher decepcionada: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏾‍♀️,1F926-1F3FE-200D-2640-FE0F,4,woman facepalming: medium-dark skin tone,mujer con la mano en la frente: tono de piel oscuro medio,mulher decepcionada: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤦🏿‍♀️,1F926-1F3FF-200D-2640-FE0F,4,woman facepalming: dark skin tone,mujer con la mano en la frente: tono de piel oscuro,mulher decepcionada: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷,1F937,3,person shrugging,persona encogida de hombros,pessoa dando de ombros,doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|person|shrug|shrugging|whatever|who,duda|encogerse|hombros|indiferencia,dar de ombros|dúvida|ignorância|indiferença|não sei|ombros|pessoa|quem sabe|sei lá|tanto faz,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏻,1F937-1F3FB,3,person shrugging: light skin tone,persona encogida de hombros: tono de piel claro,pessoa dando de ombros: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏼,1F937-1F3FC,3,person shrugging: medium-light skin tone,persona encogida de hombros: tono de piel claro medio,pessoa dando de ombros: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏽,1F937-1F3FD,3,person shrugging: medium skin tone,persona encogida de hombros: tono de piel medio,pessoa dando de ombros: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏾,1F937-1F3FE,3,person shrugging: medium-dark skin tone,persona encogida de hombros: tono de piel oscuro medio,pessoa dando de ombros: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏿,1F937-1F3FF,3,person shrugging: dark skin tone,persona encogida de hombros: tono de piel oscuro,pessoa dando de ombros: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷‍♂️,1F937-200D-2642-FE0F,4,man shrugging,hombre encogido de hombros,homem dando de ombros,doubt|dunno|guess|idk|ignorance|indifference|knows|man|maybe|shrug|shrugging|whatever|who,duda|encogerse|hombros|indiferencia,dar de ombros|dúvida|homem|indiferença|menino|não sei|quem sabe|sei lá|tanto faz,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏻‍♂️,1F937-1F3FB-200D-2642-FE0F,4,man shrugging: light skin tone,hombre encogido de hombros: tono de piel claro,homem dando de ombros: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏼‍♂️,1F937-1F3FC-200D-2642-FE0F,4,man shrugging: medium-light skin tone,hombre encogido de hombros: tono de piel claro medio,homem dando de ombros: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏽‍♂️,1F937-1F3FD-200D-2642-FE0F,4,man shrugging: medium skin tone,hombre encogido de hombros: tono de piel medio,homem dando de ombros: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏾‍♂️,1F937-1F3FE-200D-2642-FE0F,4,man shrugging: medium-dark skin tone,hombre encogido de hombros: tono de piel oscuro medio,homem dando de ombros: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏿‍♂️,1F937-1F3FF-200D-2642-FE0F,4,man shrugging: dark skin tone,hombre encogido de hombros: tono de piel oscuro,homem dando de ombros: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷‍♀️,1F937-200D-2640-FE0F,4,woman shrugging,mujer encogida de hombros,mulher dando de ombros,doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|shrug|shrugging|whatever|who|woman,duda|encogerse|hombros|indiferencia,dar de ombros|dúvida|garota|indiferença|menina|mulher|não sei|quem sabe|sei lá|tanto faz,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏻‍♀️,1F937-1F3FB-200D-2640-FE0F,4,woman shrugging: light skin tone,mujer encogida de hombros: tono de piel claro,mulher dando de ombros: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤷🏼‍♀️,1F937-1F3FC-200D-2640-FE0F,4,woman shrugging: medium-light skin tone,mujer encogida de hombros: tono de piel claro medio,mulher dando de ombros: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
