emoji,hexcode,unicodeVersion,label_en,label_es,label_pt,tags_en,tags_es,tags_pt,group_en,group_es,group_pt,subgroup_en,subgroup_es,subgroup_pt,whatsapp_ios,whatsapp_android,whatsapp_note
⛴️,26F4,0.7,ferry,ferri,balsa,boat|passenger,barco|ferry,barco|ferry|ferry boat|ferry-boat|navegar,travel & places,viajes y lugares,viagens e lugares,water transportation,transporte de agua,transporte aquático,true,true,Widely supported in WhatsApp on modern iOS/Android.
🛥️,1F6E5,0.7,motor boat,barco a motor,barco,boat|motor|motorboat,barco|motor|vehículo,lancha|motor|navio|veículo,travel & places,viajes y lugares,viagens e lugares,water transportation,transporte de agua,transporte aquático,true,true,Widely supported in WhatsApp on modern iOS/Android.
🚢,1F6A2,0.6,ship,barco,navio,boat|passenger|travel,vehículo,aquático|barco|cruzeiro|férias|veículo|viagem,travel & places,viajes y lugares,viagens e lugares,water transportation,transporte de agua,transporte aquático,true,true,Widely supported in WhatsApp on modern iOS/Android.
✈️,2708,0.6,airplane,avión,avião,aeroplane|fly|flying|jet|plane|travel,aeroplano,aéreo|veículo|viajar|voar|voo,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🛩️,1F6E9,0.7,small airplane,avioneta,avião pequeno,aeroplane|airplane|plane|small,avión,avião|aéreo|jatinho|jato|pequeno|veículo,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🛫,1F6EB,1,airplane departure,avión despegando,avião decolando,aeroplane|airplane|check-in|departure|departures|plane,aeroplano|avión|salida,avião|decolar|fui|férias|partindo|partiu|viagem|viajando,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🛬,1F6EC,1,airplane arrival,avión aterrizando,avião aterrissando,aeroplane|airplane|arrival|arrivals|arriving|landing|plane,aeroplano|avión|llegada,aterrissagem|aterrissando|avião|chegando|pousando|veículo|voltando,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🪂,1FA82,12,parachute,paracaídas,paraquedas,hang-glide|parasail|skydive,ala delta|paracaidismo|paravela|volar,asa-delta|paraquedista|parasail|saltar de paraquedas,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
💺,1F4BA,0.6,seat,asiento de transporte,assento,chair,asiento|plaza|silla,cadeira|poltrona,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🚁,1F681,1,helicopter,helicóptero,helicóptero,copter|roflcopter|travel|vehicle,aspas|rotores|vehículo|volar,veículo|viagem|viajar|voo,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🚟,1F69F,1,suspension railway,ferrocarril de suspensión,estrada de ferro suspensa,railway|suspension,ferrocarril|suspensión|vehículo,estrada de ferro|suspensão|trem|veículo,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🚠,1F6A0,1,mountain cableway,teleférico de montaña,teleférico de montanha,cable|cableway|gondola|lift|mountain|ski,cable|funicular|montaña|teleférico|vehículo,bonde|cabo|cabo suspenso usado em teleféricos nas montanhas|montanha|teleférico|teleférico na montanha|veículo,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🚡,1F6A1,1,aerial tramway,teleférico,teleférico,aerial|cable|car|gondola|ropeway|tramway,aéreo|tranvía|vehículo,aérea|bonde|gôndola|linha|veículo,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🛰️,1F6F0,0.7,satellite,satélite,satélite,space,espacio|vehículo,antena|espaço,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🚀,1F680,0.6,rocket,cohete,foguete,launch|rockets|space|travel,espacio|vehículo,espaço|veículo,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🛸,1F6F8,5,flying saucer,platillo volante,disco voador,aliens|extra|flying|saucer|terrestrial|ufo,ovni,alienígena|disco|et|extra|terrestre|voador|óvni,travel & places,viajes y lugares,viagens e lugares,air transportation,transporte aéreo,transporte aéreo,true,true,Widely supported in WhatsApp on modern iOS/Android.
🛎️,1F6CE,0.7,bellhop bell,timbre de hotel,sineta,bell|bellhop|hotel,botones|campanilla|hotel|timbre,hotel|portaria|sino,travel & places,viajes y lugares,viagens e lugares,hotel,hotel,hotel,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧳,1F9F3,11,luggage,equipaje,mala,bag|packing|roller|suitcase|travel,maleta|viajar,bagagem|rodinhas|viagem,travel & places,viajes y lugares,viagens e lugares,hotel,hotel,hotel,true,true,Widely supported in WhatsApp on modern iOS/Android.
⌛️,231B,0.6,hourglass done,reloj de arena sin tiempo,ampulheta,done|hourglass|sand|time|timer,arena|reloj|temporizador,areia|tempo,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
⏳️,23F3,0.6,hourglass not done,reloj de arena con tiempo,ampulheta contando o tempo,done|flowing|hourglass|hours|not|sand|timer|waiting|yolo,reloj con arena cayendo|temporizador,ampulheta|areia|cheia|contando|em cima|hora|relógio|tempo,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
⌚️,231A,0.6,watch,reloj,relógio de pulso,clock|time,reloj,hora|relógio|tempo,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
⏰️,23F0,0.6,alarm clock,reloj despertador,despertador,alarm|clock|hours|hrs|late|time|waiting,alarma|despertador|reloj,alarme|atrasada|atrasado|hora|horário|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
⏱️,23F1,1,stopwatch,cronómetro,cronômetro,clock|time,reloj,relógio|tempo,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
⏲️,23F2,1,timer clock,temporizador,relógio temporizador,clock|timer,reloj,cronômetro|relógio|timer,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕰️,1F570,0.7,mantelpiece clock,reloj de sobremesa,relógio de mesa,clock|mantelpiece|time,reloj|sobremesa,relógio|relógio antigo,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕛️,1F55B,0.6,twelve o’clock,12 en punto,12 horas,12|12:00|clock|o’clock|time|twelve,12:00|doce|reloj,12h00|doze|meia-noite|meio-dia|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕧️,1F567,0.7,twelve-thirty,doce y media,doze e meia,12|12:30|30|clock|thirty|time|twelve,12:30|reloj,12h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕐️,1F550,0.6,one o’clock,1 en punto,1 hora,1|1:00|clock|one|o’clock|time,1:00|reloj|una,13h|1h|1h00|relógio|uma,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕜️,1F55C,0.7,one-thirty,una y media,uma e meia,1|1:30|30|clock|one|thirty|time,1:30|reloj,13:30|13h30|1:30|1h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕑️,1F551,0.6,two o’clock,2 en punto,2 horas,2|2:00|clock|o’clock|time|two,2:00|dos|reloj,14h|2h|2h00|duas|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕝️,1F55D,0.7,two-thirty,dos y media,duas e meia,2|2:30|30|clock|thirty|time|two,2:30|reloj,2:30|2h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕒️,1F552,0.6,three o’clock,3 en punto,3 horas,3|3:00|clock|o’clock|three|time,3:00|reloj|tres,15h|3:00|3h00|hora|horário|relógio|três,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕞️,1F55E,0.7,three-thirty,tres y media,três e meia,3|30|3:30|clock|thirty|three|time,3:30|reloj,3:30|3h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕓️,1F553,0.6,four o’clock,4 en punto,4 horas,4|4:00|clock|four|o’clock|time,4:00|cuatro|reloj,4:00|4h00|horário|quatro|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕟️,1F55F,0.7,four-thirty,cuatro y media,quatro e meia,30|4|4:30|clock|four|thirty|time,4:30|reloj,4h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕔️,1F554,0.6,five o’clock,5 en punto,5 horas,5|5:00|clock|five|o’clock|time,5:00|cinco|reloj,5h00|cinco|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕠️,1F560,0.7,five-thirty,cinco y media,cinco e meia,30|5|5:30|clock|five|thirty|time,5:30|reloj,17h30|5h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕕️,1F555,0.6,six o’clock,6 en punto,6 horas,6|6:00|clock|o’clock|six|time,6:00|reloj|seis,18h|6h00|relógio|seis,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕡️,1F561,0.7,six-thirty,seis y media,seis e meia,30|6|6:30|clock|six|thirty,6:30|reloj,18h30|6h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕖️,1F556,0.6,seven o’clock,7 en punto,7 horas,0|7|7:00|clock|o’clock|seven,7:00|reloj|siete,19h|7h00|relógio|sete,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕢️,1F562,0.7,seven-thirty,siete y media,sete e meia,30|7|7:30|clock|seven|thirty,7:30|reloj,7:30|7h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕗️,1F557,0.6,eight o’clock,8 en punto,8 horas,8|8:00|clock|eight|o’clock|time,8:00|ocho|reloj,8:00|8h00|hora|oito|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕣️,1F563,0.7,eight-thirty,ocho y media,oito e meia,30|8|8:30|clock|eight|thirty|time,8:30|reloj,8:30|8h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕘️,1F558,0.6,nine o’clock,9 en punto,9 horas,9|9:00|clock|nine|o’clock|time,9:00|nueve|reloj,21h|9h00|nove|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕤️,1F564,0.7,nine-thirty,nueve y media,nove e meia,30|9|9:30|clock|nine|thirty|time,9:30|reloj,9:30|9h30|hora|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕙️,1F559,0.6,ten o’clock,10 en punto,10 horas,0|10|10:00|clock|o’clock|ten,10:00|diez|reloj,10h00|22h|dez|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕥️,1F565,0.7,ten-thirty,diez y media,dez e meia,10|10:30|30|clock|ten|thirty|time,10:30|reloj,10h30|22h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕚️,1F55A,0.6,eleven o’clock,11 en punto,11 horas,11|11:00|clock|eleven|o’clock|time,11:00|once|reloj,11:00|11h00|onze|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕦️,1F566,0.7,eleven-thirty,once y media,onze e meia,11|11:30|30|clock|eleven|thirty|time,11:30|reloj,11h30|23h30|relógio,travel & places,viajes y lugares,viagens e lugares,time,hora,hora,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌑,1F311,0.6,new moon,luna nueva,lua nova,dark|moon|new|space,luna|oscuridad,escuro|lua|lua negra|noite|nova,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌒,1F312,1,waxing crescent moon,luna creciente,lua crescente côncava,crescent|dreams|moon|space|waxing,creciente|cuarto|espacio|luna,crescente|côncava|lua|noite,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌓,1F313,0.6,first quarter moon,luna en cuarto creciente,quarto crescente,first|moon|quarter|space,creciente|cuarto|espacio|luna,lua|lua de quarto crescente|quarto,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌔,1F314,0.6,waxing gibbous moon,luna gibosa creciente,lua crescente convexa,gibbous|moon|space|waxing,creciente|gibosa|luna,convexa|crescente|lua,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌕️,1F315,0.6,full moon,luna llena,lua cheia,full|moon|space,llena|luna|plenilunio,cheia|lua|luar,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌖,1F316,1,waning gibbous moon,luna gibosa menguante,lua minguante convexa,gibbous|moon|space|waning,gibosa|luna|menguante,convexa|lua|minguante,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌗,1F317,1,last quarter moon,luna en cuarto menguante,quarto minguante,last|moon|quarter|space,cuarto|luna|menguante,lua|lua de quarto minguante|quarto,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌘,1F318,1,waning crescent moon,luna menguante,lua minguante côncava,crescent|moon|space|waning,luna|menguante,côncava|lua|minguante,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌙,1F319,0.6,crescent moon,luna,lua crescente,crescent|moon|ramadan|space,creciente|espacio,crescente|lua,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌚,1F31A,1,new moon face,luna nueva con cara,rosto da lua nova,face|moon|new|space,cara|espacio|luna,lua|lua nova|lua nova com rosto|rosto,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌛,1F31B,0.6,first quarter moon face,luna de cuarto creciente con cara,rosto da lua de quarto crescente,face|first|moon|quarter|space,cara|creciente|cuarto|espacio|luna,crescente|lua|noite|quarto|rosto,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌜️,1F31C,0.7,last quarter moon face,luna de cuarto menguante con cara,rosto da lua de quarto minguante,dreams|face|last|moon|quarter,cara|creciente|cuarto|espacio|luna,lua|lua com rosto|lua de quarto minguante|quarto minguante|quarto minguante com rosto|rosto,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌡️,1F321,0.7,thermometer,termómetro,termômetro,weather,temperatura,clima|temperatura|tempo,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
☀️,2600,0.6,sun,sol,sol,bright|rays|space|sunny|weather,espacio|rayos|soleado,clima|dia claro|raios|solar|tempo,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌝,1F31D,1,full moon face,luna llena con cara,rosto da lua cheia,bright|face|full|moon,cara|llena|luna,cheia|lua|lua cheia com rosto|lua com rosto|rosto,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌞,1F31E,1,sun with face,sol con cara,rosto do sol,beach|bright|day|face|heat|shine|sun|sunny|sunshine|weather,brillante|cara|sol,praia|rosto|sol,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🪐,1FA90,12,ringed planet,planeta con anillos,planeta com anéis,planet|ringed|saturn|saturnine,saturnino|saturno,anéis|planeta|saturnino|saturno,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
⭐️,2B50,0.6,star,estrella,estrela branca média,astronomy|medium|stars|white,estelar,amarela|astronomia|estrela,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌟,1F31F,0.6,glowing star,estrella brillante,estrela brilhante,glittery|glow|glowing|night|shining|sparkle|star|win,brillante|estrella|resplandeciente,brilhante|brilho|cintilante|estrela|luminosa|reluzente,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌠,1F320,0.6,shooting star,estrella fugaz,estrela cadente,falling|night|shooting|space|star,estrella|lluvia,cadente|cai|estrela,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌌,1F30C,0.6,milky way,Vía Láctea,via láctea,milky|space|way,espacio|galaxia|láctea|vía,céu|espaço|estrelado,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
☁️,2601,0.6,cloud,nube,nuvem,weather,tiempo,clima,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
⛅️,26C5,0.6,sun behind cloud,sol detrás de una nube,sol por trás das nuvens,behind|cloud|cloudy|sun|weather,nube|sol|sol con nubes,clima|nublado|nuvem|sol,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
⛈️,26C8,0.7,cloud with lightning and rain,nube con rayo y lluvia,chuva com trovão,cloud|lightning|rain|thunder|thunderstorm,lluvia|nube|trueno,chuva|clima|nuvem|relâmpago|temporal|trovão,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌤️,1F324,0.7,sun behind small cloud,sol detrás de una nube pequeña,sol com nuvens,behind|cloud|sun|weather,nube|sol,clima|ensolarado|nublado|nuvem|sol,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌥️,1F325,0.7,sun behind large cloud,sol detrás de una nube grande,nublado,behind|cloud|sun|weather,nube|sol,clima|nuvem|sol,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌦️,1F326,0.7,sun behind rain cloud,sol detrás de una nube con lluvia,sol com chuva,behind|cloud|rain|sun|weather,lluvia|nube|sol,chuva|clima|nuvem|sol,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌧️,1F327,0.7,cloud with rain,nube con lluvia,nuvem com chuva,cloud|rain|weather,lluvia|nube,chovendo|chuva|clima|nuvem,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌨️,1F328,0.7,cloud with snow,nube con nieve,nuvem com neve,cloud|cold|snow|weather,frío|nieve|nube,clima|frio|neve|nuvem,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌩️,1F329,0.7,cloud with lightning,nube con rayo,nuvem com trovão,cloud|lightning|weather,nube|rayo,clima|nuvem|relâmpago,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌪️,1F32A,0.7,tornado,tornado,tornado,cloud|weather|whirlwind,nube|torbellino,clima|furacão|nuvem,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌫️,1F32B,0.7,fog,niebla,nevoeiro,cloud|weather,nube,clima|furacão|neblina|nuvem,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌬️,1F32C,0.7,wind face,cara de viento,rosto de vento,blow|cloud|face|wind,cara|nube|soplar|viento,clima|nuvem|rosto|soprar|sopro|vento,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌀,1F300,0.6,cyclone,ciclón,ciclone,dizzy|hurricane|twister|typhoon|weather,mareo|tifón|tornado,clima|espiral|furacão|tonto|twister|zonzo,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌈,1F308,0.6,rainbow,arcoíris,arco-íris,gay|genderqueer|glbt|glbtq|lesbian|lgbt|lgbtq|lgbtqia|nature|pride|queer|rain|trans|transgender|weather,colores|lluvia,chuva|clima|gay|lgbt|lgbtqia+|lésbica|natureza|orgulho|queer|transgênero,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌂,1F302,0.6,closed umbrella,paraguas cerrado,guarda-chuva fechado,closed|clothing|rain|umbrella,accesorios|lluvia|paraguas,chuva|chuvoso|guarda-chuva,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
☂️,2602,0.7,umbrella,paraguas,guarda-chuva,clothing|rain,lluvia|paraguas abierto,acessório|chuva|clima|sombrinha aberta,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
☔️,2614,0.6,umbrella with rain drops,paraguas con gotas de lluvia,sombrinha na chuva,clothing|drop|drops|rain|umbrella|weather,gotas|lluvia|paraguas,acessório|chuva|clima|gotas|guarda-chuva|sombrinha,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
⛱️,26F1,0.7,umbrella on ground,sombrilla en la arena,guarda-sol,ground|rain|sun|umbrella,arena|sol|sombrilla,chuva|clima|praia|sol|sombra|sombrinha,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
⚡️,26A1,0.6,high voltage,alto voltaje,alta tensão,danger|electric|electricity|high|lightning|nature|thunder|thunderbolt|voltage|zap,electricidad|peligro|peligro de alto voltaje|señal de alto voltaje|voltaje,alta|eletricidade|natureza|perigo|relâmpago|sinal|tensão,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
❄️,2744,0.6,snowflake,copo de nieve,floco de neve,cold|snow|weather,frío|nieve,clima|floco|frio|neve,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
☃️,2603,0.7,snowman,muñeco de nieve con nieve,boneco de neve,cold|man|snow,nieve,boneco|clima|frio|inverno|neve,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
⛄️,26C4,0.6,snowman without snow,muñeco de nieve,boneco de neve sem neve,cold|man|snow|snowman,muñeco de nieve sin nieve|nieve,boneco|frio|inverno|neve,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
☄️,2604,1,comet,meteorito,cometa,space,cometa|espacio,espaço|estrela cadente|meteoro|satélite,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🔥,1F525,0.6,fire,fuego,fogo,af|burn|flame|hot|lit|litaf|tool,llama,chama,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
💧,1F4A7,0.6,droplet,gota,gota,cold|comic|drop|nature|sad|sweat|tear|water|weather,agua|cómic|sudor,com suor|engraçado|gota de suor|suor,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🌊,1F30A,0.6,water wave,ola de mar,onda,nature|ocean|surf|surfer|surfing|water|wave,mar|océano|ola,mar|oceano|praia|surfe|tsunami|água,travel & places,viajes y lugares,viagens e lugares,weather,clima,clima,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎃,1F383,0.6,jack-o-lantern,calabaza de Halloween,abóbora de halloween,celebration|halloween|jack|lantern|pumpkin,calabaza|calabaza de halloween|celebración|halloween|linterna,abóbora|comemoração|dia das bruxas|halloween|jack|lanterna,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎄,1F384,0.6,Christmas tree,árbol de Navidad,árvore de natal,celebration|christmas|tree,abeto de navidad|celebración|navidad|árbol|árbol de navidad,comemoração|natal|pinheirinho|árvore,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎆,1F386,0.6,fireworks,fuegos artificiales,fogos de artifício,boom|celebration|entertainment|yolo,celebración,ano novo|comemoração|fogos,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎇,1F387,0.6,sparkler,bengala,vela estrela,boom|celebration|fireworks|sparkle,celebración|fuegos artificiales,comemoração|fogo de artifício|fogo de artifício vela estrela,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧨,1F9E8,11,firecracker,petardo,bombinha,dynamite|explosive|fire|fireworks|light|pop|popping|spark,dinamita|explosivo|fuegos artificiales,artifício|bomba|chiando|dinamite|estourar|explosivo|faísca|fogo|luz|pirotecnia|roubada,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
✨️,2728,0.6,sparkles,chispas,brilhos,*|magic|sparkle|star,*|bengala|estrellas,*|brilhantes|estrelas|faíscas|mágica,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
